Code client;Nom client;adresse livraison
003951;VILLE DE LIEVIN;24 AVENUE ARTHUR LAMENDIN, 62800 LIEVIN
080254;BRASSERIE LILLOISE;24 AVENUE DE L'EUROPE, 59223 RONCQ
004548;BEERS AND CO AIRE LA LYS - SAS BCR;24 PARC COMMERCIAL VAL DE LYS, 62120 AIRE SUR LA LYS
060950;CAFE DE LA PLACE - MME MOREAU ANNIE;24 PLACE LEON BLUM, 62240 DESVRES
450850;LESAFFRE KAREL;24 RUE D'HESDIN, 62960 WESTREHEM
003563;INSTITUT DEPARTEMENTAL ALBERT CALMETTE;24 RUE DE BEAUREPAIRE, 62200 BOULOGNE SUR MER
003643;LE BAR A PAP'S;24 RUE DE BEAUVAIS, 80000 AMIENS
095190;LABEY SNC;24 RUE DE CALAIS, 59470 HOUTKERQUE
451883;GAEC DE LA VALLEE;24 RUE DE LA CAMPAGNETTE, 62380 WAVRANS SUR L AA
002565;VILLE AIRE SUR LA LYS;24 RUE DE SAINT MARTIN, 62120 AIRE SUR LA LYS
098287;STE ABBEVILLOISE DES VINS - LE VIGNOBLE;24 RUE JEAN JAURES, 80100 ABBEVILLE
004482;BARBOX;24 RUE LOUIS MARTEL, 62500 ST OMER
451746;MERLIN MICKAEL;240 RUE DE HURTEVENT, 62350 ST VENANT
451264;CLUB C4A;244 RUE STINART, 62570 HELFAUT
004402;OCTOGONE SR - CARREFOUR CONTACT PERNES;245 RUE DU PRESIDENT KENNEDY, 62550 PERNES
550400;THE CALAIS WINE SUPERSTORE;249 RUE MARCEL DORET, 62100 CALAIS
054610;RESTARTOIS FLUNCH ARRAS;25 AVENUE JEAN MERMOZ, 62000 DAINVILLE
200994;LYCEE GAMBETTA;25 BD CARNOT, 62000 ARRAS
002998;ECOLAND;25 CHEMIN DU MARAIS, 62860 PALLUEL
001243;BRASSERIE VAN STEENBERGE;25 LINDENLAAN, B9940 ERTVELDE
004291;MONOPRIX EXPLOITATION;25 RUE DES TANNEURS, 59000 LILLE
004708;CAP DES TERRITOIRES HAUTS DE FRANCE;25 RUE DU COMMANDANT BAYARD, 59000 LILLE
004413;TEAMS 5 - SAS 2M;25 RUE LE TINTORET, 80000 AMIENS
002480;ATOUTIME - GAMM VERT FITZ JAMES 655;25 RUE ROSA PARKS, 60600 FITZ JAMES
002620;COLLEGE DE L'EUROPE;251 AV. CHARLES DE GAULLE, 62610 ARDRES
099100;MORIEUX HINGES;251 RUE CHEMIN VERT, 62232 HINGES
004309;ACO EXCELLENCE;252 CHEMIN VERT, 59480 LA BASSEE
450107;CUVILLIER CLEMENT;254 RUE JONQUILLES, 62260 FERFAY
004019;LA FERME AUX FLEURS;2540 RUE DELALLEAU, 62350 ROBECQ
004710;LE SQUARE CAFE;26 PLACE RENE GOBLET, 80000 AMIENS
098170;ALLAN ETS;26 QUAI DES ANGLAIS, 59660 MERVILLE
080060;BRASSERIE ST GERMAIN;26 ROUTE D'ARRAS, 62160 AIX NOULETTE
003444;UNION SPORTIVE DE L'YSER;26 RUE D'ARNÈKE, 59470 ZEGERSCAPPEL
030057;SAS AIR MOBILIER-MACOREST;26 RUE DES FRERES LUMIERE, 77334 MEAUX CEDEX
004276;TOP MEDIAS;26 RUE DUPOUY, 59140 DUNKERQUE
001653;BAVIK DISTRIBUTION;260 AVENUE COMMUNAUTAIRE, 62760 WARLINCOURT LES PAS
004412;INTERMARCHE SAINT MARIE DES CHAMPS;261 AVENUE RENE COTY, 76190 STE MARIE DES CHAMPS
003879;O KIZOMBA;261 RUE STE HONORE, 80000 AMIENS
001730;CENT HOSP HENIN BEAUMONT;263 RUE VICTOR HUGO, 62110 HENIN BEAUMONT
004547;ASSOCIATION CHALICE;264 CHEMIN DES PEUPLIERS, 59700 MARCQ EN BAROEUL
001224;ESAT ATELIER DE MONTIGNY;266 RUE DU CHÂTEAU, 59182 MONTIGNY EN OSTREVENT
098050;PAGES ENTREPOTS SARL;27 BIS RUE OCTAVE BONNEL, 27110 LE NEUBOURG
099610;B.C.D. EURL;27 PLACE DE LA RÉPUBLIQUE, 59650 VILLENEUVE D'ASCQ
001499;HIMM - COTE JARDIN;27 RUE DES SOEURS BLANCHES, 59140 DUNKERQUE
201040;COLLEGE JEAN ROSTAND;27 RUE DU 19 MARS 1962, 62770 AUCHY LES HESDIN
080062;CELESTIN - LA MICRO-BRASSERIE SAS;27 RUE FELIX FAURE, 59520 MARQUETTE LEZ LILLE
002338;N.V.S NEGO VENTES SERVICES SAS;27 RUE GEORGES CLEMENCEAU, 59110 LA MADELEINE
001706;C. H. DE SAMBRE AVESNOIS;27 RUE HENRI SCULFORT, 59600 MAUBEUGE
004534;CAP DES TERRITOIRES HAUTS DE FRANCE;27 RUE PAUL KIMPE, 59260 LEZENNES
004177;LE FOURGON;270 AVENUE DE L'ESPACE, 59118 WAMBRECHIES
001390;BRASSERIE MOULINS D'ASCQ SARL;270 RUE DES FUSILLES, 59650 VILLENEUVE D'ASCQ
000926;ABSOLUMENT BIERES - LECAT CHRISTOPHE;271 AVENUE DE L EUROPE, 76630 BIVILLE SUR MER
453350;DUCROCQ T.P;271 BD DE LA REPUBLIQUE, 62232 ANNEZIN
004497;COEUR DE LYS;276 RUE DE BELLERIVE, 62920 GONNEHEM
098335;MIRACLE (HAINAN) SOLUTION CO.,LTD;27E, BUILDING A,JINCHENG INTERNATIONAL, 00000 HAIKOU 570100
004654;SAS EGB;28 BIS ROUTE D'AMIENS, 80480 DURY
004465;CAP DES TERRITOIRES HAUTS DE FRANCE;28 BIS RUE VICTOR HUGO, 59810 LESQUIN
004417;SOIF DES METS;28 GRAND PLACE, 62400 BETHUNE
001051;ACCESS CHRISTOPHE SIFFLET;28 PLACE PARMENTIER, 80000 AMIENS
004466;SNC LE LYS D OR;28 PLACE PARMENTIER, 80000 AMIENS
004243;VAP ORIGIN'S LILLERS;28 PLACE ROGER SALENGRO, 62190 LILLERS
450735;DEBOMY SERGE;28 RUE DE THEROUANNE, 62145 ENGUINEGATTE
003921;IVRESSE DES SENS;28 RUE DU BOURG, 62120 AIRE SUR LA LYS
610480;CGT UD SOMME;28 RUE FREDERIC PETIT, 80000 AMIENS
004114;LE PICARDY BETTENCOURT;28 RUE PRINCIPALE, 80610 BETTENCOURT ST OUEN
201102;COLLEGE PILATRE DE ROZIER;28 RUE RAOUL LEBEURRE, 62126 WIMILLE
004637;CAP DES TERRITOIRES HAUTS DE FRANCE;280 CHAUSSEE MARCELLIN BERTHELOT, 59200 TOURCOING
080106;BRASSERIE HUYGHE SA;282 CHAUSSEE DE BRUXELLES, 9090 MELLE
201160;COLLEGE DU VAL DE GY;284 RUE ALBERT DERBECOURT, 62810 AVESNES LE COMTE
003354;LE BASILIC;286 BIS RUE SOLFERINO, 59000 LILLE
001319;EPDEF;286 RUE DE LA GARE, 62680 MERICOURT
004586;LA CABANE D'EDMOND;2873 BOULEVARD DE FRANCE, 62780 STELLA
002347;CENTRES SOCIAUX ARRAS;29 BIS RUE DU DOCTEUR BAUDE, 62000 ARRAS
200586;POLE PETITE ENFANCE METROPOLE LILLOISE;29 BOULEVARD DE METZ, 59000 LILLE
056989;AU PERE MAX CAFE DE FRANCE;29 PLACE VICTOR HUGO, 62500 ST OMER
003718;LE SOMBRERO AMIENS;29 PLACE VOGEL, 80000 AMIENS
001840;AUCHAN HYPERMARCHE SAS;29 ROUTE D AMIENS, 02100 ST QUENTIN LE FAYET
004280;SARL LEFEBVRE COIFFURE;29 RUE DE LA CHAUSSEE, 59151 ARLEUX
003352;ALLO PIZZA - EIRL VENDAMME;29 RUE DE PARIS, 62350 ST VENANT
003597;AU P'TIT ANNEZINOIS;29 RUE DU GENERAL LECLERC, 62232 ANNEZIN
305518;VERREABIERE.COM STE HACADE;29 RUE DU PILLOY, 59211 SANTES
004692;KOCCI KEBAB;29 RUE GAMBETTA, 80300 ALBERT
200837;CENTRE HOSPITALIER LOOS HAUBOURDIN;29 RUE HENRI BARBUSSE, 59320 HAUBOURDIN
853080;CCI DE REGION HAUTS DE FRANCE;299 BD DE LEEDS, 59777 EURALILLE
002491;ATOUTIME - GAMM VERT PACY 434;3 A 5 RUE DU 18 JUIN 1940, 27120 PACY SUR EURE
003669;LAS PALMARAS;3 ALLEE DU CHATEAU MILAN, 80000 AMIENS
004639;CHEZ NOUS;3 AVENUE ARISTIDE BRIAND, 80100 ABBEVILLE
130010;ECLOR BOISSONS;3 AVENUE BELLE FONTAINE, 35510 CESSON SEVIGNE
002385;L'AUBERGE DE WISMES - SAND CATTOEN LJ;3 CHEMIN DE MERCK, 62380 WISMES
004622;SOCOMASH;3 CHEMIN DE PARTEMENTAL 104, 62130 HUMIERES
451074;GAEC SAINT JEAN AU MONT;3 HAMEAU DE SAINT JEAN, 62129 CLARQUES
004192;MR STEPHAN WATBLED;3 LOTISSEMENT LA FERMETTE, 76260 EU
004641;LA BELLE EPOQUE SAS;3 PLACE DE LA MAIRIE, 80540 BRIQUEMESNIL FLOXICOURT
004121;LA TAVERNE DUCHENOT;3 PLACE PIERRE BONHOMME, 62500 ST OMER
059400;FRAMMERY SYLVAIN PARTICULIER;3 PLACE VERTE, 62120 LINGHEM
003807;VINS HISTOIRES DE BIERES;3 QUAI DE LA RETENUE, 76470 LE TREPORT
095220;BRASSERIES DE LA COURNEUVE LJ21/11/24;3 RUE BARTHELEMY MAZAUD, 93120 LA COURNEUVE
200617;EPDEF M E A AIX NOULETTE;3 RUE D'ARRAS, 62160 AIX NOULETTE
003977;GCS - GHICL CLINIQUE STE MARIE;3 RUE DE CAUDRY, 59400 CAMBRAI
450554;COMITE DES FETES ST HILAIRE COTTES;3 RUE DE L'EGLISE, 62120 ST HILAIRE COTTES
451118;THEVENIN MATHILDE;3 RUE DE LA TIRMANDE, 62960 LIGNY LES AIRE
065849;BOUCHERIE AUX ENFANTS;3 RUE DES ECOLIERS, 62120 MAMETZ
978802;DB INVEST SAS;3 RUE DES SPORTS, 62370 AUDRUICQ
097802;DESTOCK SAS 4D;3 RUE DES SPORTS, 62370 AUDRUICQ
004379;HEALTHY LIFE;3 RUE DU DOCTEUR HUART, 59298 HELLEMES LILLE
003815;CAP DES TERRITOIRES HAUTS DE FRANCE;3 RUE GUSTAVE COURBET, 62300 LENS
002227;LA BOUCHERIE - SAS ERLIWAN;3 RUE JEAN MENNESSON, 80100 ABBEVILLE
003727;CAP DES TERRITOIRES HAUTS DE FRANCE;3 RUE JEAN PERRIN, 59000 LILLE
052690;COLLEGE P. MENDES FRANCE;3 RUE JULES GUESDE, 62510 ARQUES
451801;FONDASOL;3 RUE MARCEL PAUL, 62151 BURBURE
002516;THE BOX - SAS ANNA;3 RUE ST ETIENNE, 59000 LILLE
002278;DEPARTEMENT DU NORD;30 BOULEVARD DU GENERAL LECLERC, 59100 ROUBAIX
001694;EPDEF ARRAS;30 GRAND PLACE, 62400 BETHUNE
004425;BLACK PEPPER;30 PLACE CARNOT, 62110 HENIN BEAUMONT
000906;M B B;30 RUE ALBERT EINSTEIN, 93000 BOBIGNY
451931;BOUCHERIE MORDACQ;30 RUE D'HESDIN, 62960 WESTREHEM
200891;CENTRE HOSPITALIER DE WATTRELOS;30 RUE DU DR ALEXANDER FLEMMING, 59393 WATTRELOS CEDEX
004150;MAIRIE DE SAVY-BERLETTE;30 RUE DU MANOIR, 62690 SAVY BERLETTE
004230;MY KEBAB HOUSE;30 RUE DU MARECHAL LECLERC, 80150 CRECY EN PONTHIEU
004513;CAP DES TERRITOIRES HAUTS DE FRANCE;30 RUE GAMBETTA, 59280 ARMENTIERES
200510;FOODIZ SAS LE PETIT CUISINIER;300 ROUTE DE QUIERY, 62490 VITRY EN ARTOIS
002157;CLINIQUE DE FLANDRE;300 RUE DES FORTS, 59210 COUDEKERQUE BRANCHE
450714;CREPIN TONY;301 RUE DE LIGNE, 62120 ROQUETOIRE
004640;CVM;31 BOULEVARD PASTEUR, 27500 PONT AUDEMER
003788;LE FRANCOIS 1ER - SARL DENIS;31 QUAI FRANCOIS 1ER, 76470 LE TREPORT
004267;LE SANDRA 1ER;31 QUAI FRANCOIS 1ER, 76470 LE TREPORT
003697;PAUL GALLET VINS;31 ROUTE DE LEULINE, 62500 ZUDAUSQUES
058660;GFELLER GERARD CAFE;31 ROUTE DE WATTEN, 62910 HOULLE
004210;COMITE DES FETES PONT NOYELLES;31 RUE DE L'EGLISE, 80115 PONT NOYELLES
001147;LA P'TITE CANTINE AMIENS;31 RUE DE LA VALLEE, 80000 AMIENS
003780;L'HORIZON - SAS JCC;31 RUE DE ST VALERY, 80460 AULT
004535;RIVE;31 RUE DE WATTEN, 62910 HOULLE
200191;"""LA BALLANDEN"" RESTAURANT";31 RUE DU VIEUX BERQUIN, 59190 HAZEBROUCK
004072;ORGE&HOUBLON ECOURT ST QUENTIN;31 RUE HENRI BARBUSSE, 62860 ECOURT ST QUENTIN
098275;JP BIERE;31 RUE JEAN LEBAS, 80320 CHAULNES
004644;CAP DES TERRITOIRES HAUTS DE FRANCE;31 RUE JULES GUESDE, 59260 HELLEMMES LILLE
080280;SEGAFREDO ZANETTI FRANCE SAS;31 RUE SAINT JEAN, 62520 LE TOUQUET PARIS PLAGE
004684;CHEZ GEORGES;31 RUE VICTOIRE COUSIN, 08000 CHARLEVILLE MEZIERES
002279;DEPARTEMENT DU NORD;310 BIS RUE ALBERGOTTI, 59500 DOUAI
001827;MAIRIE DE LOON PLAGE;310 RUE FRANCOIS MITTERAND, 59279 LOON PLAGE
201247;MAIRIE DE LOON PLAGE;310 RUE FRANCOIS MITTERRAND, 59279 LOON PLAGE
061685;YVELINE BERCHE PART.;313 RUE DU CAPITAINE COUSSETTE, 62232 ANNEZIN
004133;FRITERIE DES SABLES - EURL THE CARON;315 A ROUTE DEPARTEMENTALE 940, 62231 SANGATTE
004646;1001 DANSES;315 RUE D'HORNAS, 80650 VIGNACOURT
003617;VILLE DE BETHUNE - MAIRIE;318 RUE DE LILLE, 62400 BETHUNE
002013;EPDSAE M.E.F. METROPOLE LILLE;318 RUE SOLFERINO, 59000 LILLE
093239;HUANG TRADING BVBA;32 QUAI DES AMERICAINS - 59140 DUNKERQUE, 361026 XIAMEN
551647;FRITERIE ET PATATI FRETIN;32 RUE ALFRED COUSIN, 59273 FRETIN
003412;LE COMMERCE - SARL DUBOTS ET FILS;32 RUE DU COLONEL TETARD, 80120 RUE
001684;CAMPING DU CHATEAU;32 RUE DU MOULIN, 62120 MAMETZ
004521;CAP DES TERRITOIRES HAUTS DE FRANCE;32 RUE DU PDT PAUL DOUMER, 59650 VILLENEUVE D'ASCQ
003660;LE PEDRO;32 RUE JEAN CATELAS, 80000 AMIENS
450747;LELONG SEVERINE;32 RUE PASTEUR, 62120 NORRENT FONTES
003939;LE 10 BAR A VINS & SPIRITUEUX;32 RUE PORTE DU PONT, 80550 LE CROTOY
003425;LE COMPTOIR DE LA MER;323 BOULEVARD DE STE CECILE, 62176 STE CECILE
060571;DETAM SARL;33 BIS RUE ARTHUR LAMENDIN, 62330 ISBERGUES
003327;SAS LE GRILL FREVENTIN;33 BIS RUE DE DOULLENS, 62270 FREVENT
003997;CAP DES TERRITOIRES HAUTS DE FRANCE;33 PLACE BEAULIEU, 59160 LOMME
001491;LE CARAQUET LJ 12/2024;33 ROUTE NATIONALE, 62380 COULOMBY
450302;LECOCQ LAURENT;33 RUE DE PERNES, 62190 AUCHY AU BOIS
750011;CCAS TERRITOIRE PICARDIE CHAMP. ARDENNES;33 RUE DU MOLINEL, 80150 PONCHES ESTRUVAL
054160;BRICHE RESTAURANT MARCHE EURL JMAB;33-35 RUE JEAN MONNET, 62520 LE TOUQUET
201129;OFF. PUB. HABITAT TERRE D'OPALE HABITAT;330 AVENUE DE ST EXUPERY, 62100 CALAIS
001172;CONSEIL DEP PAS DE CALAIS;330 RUE DE LA PERELLE, 62620 RUITZ
004494;LEVIDENCE;333 RUE NATIONALE, 62290 NOEUX LES MINES
451667;COLLIER MICHEL;334 RUE DE BAILLEUL, 62550 SACHIN
002510;LE QG;338 PLACE DU GENRAL DE GAULLE, 62400 BETHUNE
002996;CAFE AUX AMIS;338 RUE JULES GUESDE, 62700 BRUAY LA BUISSIERE
004516;CAP DES TERRITOIRES HAUTS DE FRANCE;34 BD DE MULHOUSE, 59100 ROUBAIX
200540;APEI DE GRENAY;34 BIS RUE NAPOLEON LEBACQ, 62160 GRENAY
004607;FRITERIE DES 2 BAIES;34 ROUTE DE RUE, 80120 QUEND
452088;DEMANDRILLE STEPHAN;34 RUE D HURTEBISE, 62550 FONTAINE LES HERMANS
001593;TRIPLET GERALD;34 RUE DE LA PORTE DU PONT, 80550 LE CROTOY
061469;BAUDEQUIN ALIMENTATION;34 RUE PRINCIPALE, 62120 AIRE SUR LA LYS
054020;BAUDEQUIN CHRISTOPHE CAFE;34 RUE PRINCIPALE, 62120 AIRE SUR LA LYS
015410;A.S.HALLINES FOOTBALL;34 RUE ROGER SALENGRO, 62570 HALLINES
630414;BRASSERIE DU MONT DE CASSEL;340 ROUTE DE DUNKERQUE, 59670 CASSEL
004141;CAP DES TERRITOIRES HAUTS DE FRANCE;343 AVENUE DE DUNKERQUE, 59160 LOMME
004706;CAP DES TERRITOIRES HAUTS DE FRANCE;343 AVENUE DE DUNKERQUE, 59160 LOMME
053170;AUBERGE DE MUSSENT SARL;345 RUE DE THEROUANNE, 62129 ECQUES
004386;TENNIS DE TABLE ST POLOIS;349 RUE DE FRUGES, 62130 GAUCHIN VERLOINGT
002535;CHEZ SUZETTE CREPERIE - ROMAIN LECOQ;35 RUE DE LA PORTE DU PONT, 80550 LE CROTOY
000720;MAIRIE DE HARNES;35 RUE DES FUSILLES, 62440 HARNES
004630;LE VIEUX MOULIN;35 RUE SADI CARNOT, 59290 WASQUEHAL
002913;EPDSAE MEF FLANDRE INTERIEURE;358 AVENUE DE DUNKERQUE, 59130 LAMBERSART
001556;CENT. HOSP. INTERCOMMUNAL DE WASQUEHAL;36 AVENUE DE FLANDRES, 59290 WASQUEHAL
000850;V AND B - M ROQUILLAS M. LJ 11/07/25;36 BOULEVARD OLOF PALME, 62110 HENIN BEAUMONT
004727;NELLY SARL SALON DE THE;36 PLACE DU MARCHE JACQUES BECQ, 80100 ABBEVILLE
004023;SARL VANDEVILLE;36 ROUTE NATIONALE, 62127 TINCQUES
002046;LE NARVAL CAFE TABA-LOTO-PMU-PRESSE;36 RUE ARTHUR LAMENDIN, 62260 AUCHEL
451282;APE LES Z’ÉCOLIERS DE ST HILAIRE COTTES;36 RUE D'HESDIN, 62120 ST HILAIRE COTTES
004450;LE CLOS D'HAILLICOURT - CODE CPT;36 RUE DU 1ER MAI, 62940 HAILLICOURT
057035;BECQ PATRICK LA CIVETTE;36 RUE DU BOURG, 62120 AIRE SUR LA LYS
004293;LA CIVETTE - SNC SELEO;36 RUE DU BOURG, 62120 AIRE SUR LA LYS
003414;LA PLUME NOEUXOISE;36 RUE DU CONGO, 62290 NOEUX LES MINES
002181;8 POOL COMPETITION 62 - CYRIL MARECAUX;36 RUE ERNEST RENAN, 62217 ACHICOURT
200506;BTP RMS;36 RUE LEON BLUM, 59931 LA CHAPELLE D'ARMENTIERES CEDEX
080021;SPIRIDOM SAS DAMOISEAU;36 RUE RASPAIL, 94460 VALENTON
201245;CENTRE HOSP. REG. UNIVERS. DE LILLE;37 AVENUE DU PEUPLE BELGE, 59037 LILLE CEDEX
080116;BRASSERIE ABBAYE DES ROCS;37 CHAUSSEE BRUNEHAUT, B7387 HONNELLES
004255;LE 37;37 PLACE DES HEROS, 62000 ARRAS
001502;SCALEWAY SAS;37 RUE DE LA BARRE, 59000 LILLE
001716;EPDSAE - MEF FLANDRE INTERIEURE;37 RUE DE LA SOUS PREFECTURE, 59190 HAZEBROUCK
200495;EPDSAE - MEF FLANDRE INTERIEURE;37 RUE DE LA SOUS PREFECTURE, 59190 HAZEBROUCK
200496;EPDSAE MEF FLANDRE INTERIEURE;37 RUE DE LA SOUS PREFECTURE, 59190 HAZEBROUCK
001718;EPDSAE M.E.F. METROPOLE LILLE;37 RUE DE TURENNE, 59000 LILLE
003273;VOIES NAVIGABLES DE FRANCE;37 RUE DU PLAT, 59000 LILLE
003296;UNIVERSITE DE LILLE;37 RUE DU TEMPLE, 62000 ARRAS
004414;VOXEL BREWING;37 RUE SAINTE CATHERINE, 62575 BLENDECQUES
004329;CAFE MAZETTE;373 RUE DE LILLE, 59223 RONCQ
004609;STELLA MARIS;376 CHEMIN DU BAILLARQUET, 62780 CUCQ
003355;GAMM VERT AMIENS;378 RUE FAUBOURG DE HEM, 80000 AMIENS
001397;LE SAUVAGE RESTAURANT - DUPONT LISA;38 GRAND PLACE, 59670 CASSEL
003362;RESTAURANT LA TABLE;38 GRAND PLACE, 62400 BETHUNE
201023;COLLEGE PIERRE DAUNOU;38 RUE ALEXANDRE DUMAS, 62200 BOULOGNE SUR MER
003277;LA CHUTE D'EAU;38 RUE DE L EGLISE, 62270 REBREUVE SUR CANCHE
850680;SALON DE THE MME CLERMONT;38 RUE DE LA PORTE DU PONT, 80550 LE CROTOY
004568;MESPOULET DISTRIBUTION;38 RUE MAURICE UTRILLO, 87000 LIMOGES
004667;GNT INDUSTRIE MAINTENANCE;382 BOULEVARD BEAUVILLE, 80000 AMIENS
850003;DAUSSY;386 AVENUE DES FUSILLES, 59450 SIN LE NOBLE
002499;ATOUTIME - GAMM VERT BETHUNE 013;387 AVENUE FLEMING, 62400 BETHUNE
003645;CENTRES SOCIAUX ARRAS;39 AVENUE DE L'HIPPODROME, 62000 ARRAS
451209;TANCHON CLAUDE;39 HAMEAU DE LIERETTE, 62190 LIERES
002669;HGL BOTANIC HESDIGNEUL;39 ROUTE DE PONT DE BRIQUES, 62360 HESDIGNEUL LES BOULOGNE
004033;COMITE DES FETES;39 RUE DE L'EGLISE, 62130 BUNEVILLE
004053;COMMUNE DE BUNEVILLE;39 RUE DE L'EGLISE, 62130 BUNEVILLE
002168;AL'CABANE;39 RUE DE ROMELAERE, 62500 CLAIRMARAIS
001175;CONSEIL DEP PAS DE CALAIS;39 RUE DE VERDUN, 62340 GUINES
004554;LA FALUCHE;39 RUE DU PORT, 590000 LILLE
200621;EPDEF - OPTI MOMES;39 RUE FRANCOIS BRASME, 62160 BULLY LES MINES
001357;LE FAIR PLAY - LEROUX MARC;39 RUE FREDERIC PETIT, 80000 AMIENS
002747;ATOUTIME - GAMM VERT LICQUES 036;390 RUE DE CLAYE, 62850 LICQUES
200995;LYCEE SALVADOR ALLENDE;396 RUE DE L'UNIVERSITE, 62400 BETHUNE
200797;COQUELLE TRANSBENELUX;4 AVENUE DE L'EUROPE, 59223 RONCQ
004581;LEOCORNO VILLENEUVE;4 AVENUE DE LA MARQUE, 59650 VILLENEUVE D'ASCQ
004384;AUCHAN HYPERMARCHE SAS;4 AVENUE DE LA VOIE DOMITIENNE, 34500 BEZIERS
001991;LP DES MONTS DE FLANDRE;4 AVENUE DES FLANDRES, 59522 HAZEBROUCK CEDEX
004445;COLLEGE DES FLANDRES;4 AVENUE PASTEUR, 59522 HAZEBROUCK CEDEX
200823;CCAS D'ARRAS;4 GDE RUE DU RIVAGE, 62022 ARRAS CEDEX
003014;CHEZ FRANCOIS EPICERIE;4 GRAND RUE, 80510 LONG
003541;CIAO RAGAZZI;4 PLACE CORMONTAIGNE, 59000 LILLE
002028;VILLE D'ARRAS;4 PLACE DES HEROS, 62000 ARRAS
004322;LE KOP DU TERNOIS;4 PLACE JEAN JAURES, 62270 FREVENT
003774;L'AUTOMALTIQUE - XR BAR & CO;4 PLACE PARMENTIER, 80000 AMIENS
800288;AMI CHEMIN MR ROSEAU GUILLAUME;4 QUAI DES AMERICAINS, 59140 DUNKERQUE
003720;JARDILAND RANTIGNY;4 ROUTE DE NEUILLY SOUS CLERMONT, 60290 RANTIGNY
004275;COMITE DES FETES MONCHET;4 RUE DE BEAUMETZ, 62123 MONCHIET
003624;BRASSERIE BERTINCHAMPS;4 RUE DE BERTINCHAMPS, B5030 GEMBLOUX
910192;FONDATION HOPALE CUISINE CENTRALE;4 RUE DE L'ARTOIS, 62740 FOUQUIERES LES LENS
004054;COMITE D'ANIMATIONS GRAND-RULLECOURT;4 RUE DE L'EGLISE, 62810 GRAND RULLECOURT
004031;LALINOISE;4 RUE DE LA MAIRIE, 62270 LIGNY SUR CANCHE
003979;AGENCE 2 COM;4 RUE DE MONCHECOURT, 59176 MASNY
001370;EPSM AGGLOMERATION LILLOISE;4 RUE DE QUESNOY, 59520 MARQUETTE LEZ LILLE
001372;EPSM AGGLOMERATION LILLOISE;4 RUE DE QUESNOY, 59520 MARQUETTE LEZ LILLE
004467;LE PARK - FRITERIE DU PARC;4 RUE DES MOERES, 59122 HONDSCHOOTE
066999;HOPTEAM HAUTS DE FRANCE;4 RUE DES RENARDIERES, 62300 LENS
201017;COLLEGE JEAN MONNET;4 RUE DU JEU DE BALLE, 62690 AUBIGNY EN ARTOIS
002118;VILLE HAZEBROUCK-SALLE ESPACE FLANDRE;4 RUE DU MILIEU, 59190 HAZEBROUCK
004663;CAP DES TERRITOIRES HAUTS DE FRANCE;4 RUE DU PODIUM, 59650 VILLENEUVE D'ASCQ
003817;POLYTAN FRANCE;4 RUE HECTOR SERVADAC, 80440 GLISY
030075;C&C FRANCE -;4 RUE JOSEPH CUGNOT, 51500 TAISSY
003428;ATOUTIME - GAMM VERT NATURE - EU;4 RUE LAVOISIER, 76260 EU
004419;LA CAVE DE VIN'S;40 ROUTE NATIONALE, 80140 MARTAINNEVILLE
001104;M GOGUEZ - LE DEAUVILLE SASU;40 RUE DE LA BASTILLE, 62210 AVION
000833;CENTRE HOSPITALIER BAILLEUL;40 RUE DE LILLE, 59270 BAILLEUL
004617;VITALREST EHPAD LA VERDERIE;40 RUE PASTEUR, 59320 HAUBOURDIN
004175;CHA'VIN;400 AVENUE HENRI MORY, 62830 SAMER
004223;ETS PAUL SERGEANT;400 RUE COLBERT, 80000 AMIENS
000885;ETANG DU MOULIN BLEU - MR BOIDIN;400 RUE DU MOULIN, 62370 POLINCOVE
002735;ATOUTIME - GAMM VERT DOUAI FRAIS MARAIS;4043 ROUTE DE TOURNAI, 59500 FRAIS MARAIS
004440;VITALREST LES ORCHIDEES;405 ROUTE NATIONALE, 62290 NOEUX LES MINES
001479;EHPAD SAINT JEAN;41 AVENUE FELIX BAERT, 59380 BERGUES
002087;PATRICK DASSONNEVILLE;41 AVENUE FELIX BAERT, 59380 BERGUES
452142;GARAGE SCHON PERE ET FILS;41 BIS RUE D'HESDIN, 62960 WESTREHEM
003566;L'APOGEE;41 ROUTE NATIONALE, 62170 BREXENT ENOCQ
004342;SOCIETE NOUVELLE CARLU;41 RUE D'AIRE, 62190 LILLERS
451491;ASSO COLOMBOPHILE LES RAPIDES;41 RUE DE PERNES, 62190 AUCHY AU BOIS
201246;CENTRE HOSP. REG. UNIVERS. DE LILLE;41 RUE VAN HENDE, 59000 LILLE
098490;2 D DISTRIBUTION;417 RUE DU PALENTIN, 62610 ARDRES
004126;QUAI CENTRAL - HEBERGEMENT;42 AVENUE ALFRED LE FRANCOIS, 59200 TOURCOING
750010;CCAS-COMPTABILITE REGIONALE;42 AVENUE DE LA PLAGE, 62155 MERLIMONT
000881;PLANET MARS-SARL O CLASSICO;42 PLACE CARNOT, 62110 HENIN BEAUMONT
007623;EPDEF MAISON D'ENFANCE ACHICOURT;42 RUE ERNEST RENAN, 62217 ACHICOURT
003783;SICAP SA - GV LE NOUVION EN THIERACHE;42 RUE PAULA AUDUBERT, 02170 LE NOUVION EN THIERACHE
004486;CARREFOUR FRANCE;42 RUE ROMANETTE, 02000 LAON
002284;DEPARTEMENT DU NORD;42/44 RUE DES ROTISSEURS, 59400 CAMBRAI
