Code client;Nom client;adresse livraison
003549;ASSO JEUNE FRANCE GUARBECQUE;RUE DU PETIT CARLUY, 62330 GUARBECQUE
002148;CENTRE HOSPITALIER CALAIS;RUE DU PETIT COURGAIN, 62100 CALAIS
200856;COLLEGE LES ARGOUSIERS;RUE DU PONT D'OYE, 62215 OYE PLAGE
002145;CENTRE HOSPITALIER CALAIS;RUE DU PONT DE TROUILLE, 62107 CALAIS CEDEX
053000;GENDARMERIE;RUE DU PORTUGAL, 62120 AIRE SUR LA LYS
001131;GROUPE AHNAC;RUE DU PUITS, 62221 NOYELLES SOUS LENS
002769;VOIES NAVIGABLES DE FRANCE;RUE DU RIVAGE GAYANT, 59119 WAZIERS
001952;SYNTHESE NATIONALE;RUE DU SAGITTAIRE, 94150 RUNGIS
012960;LOURDEL SA;RUE DU STADE, 62120 ROQUETOIRE
001828;MAIRIE DE LOON PLAGE;RUE DU STADE, 59279 LOON PLAGE
851150;SCAPEST;RUE DU TERME DE LA MOUIC, 51520 RECY
003898;SAS EVEHA;RUE DU VIEUX CHEMIN DE BOURBOURG, 59279 LOON PLAGE
200847;COLLEGE DU BREDENARDE;RUE ED. DUPONT, 62370 AUDRUICQ
200843;LYCEE SOPHIE BERTHELOT;RUE EDGAR QUINET, 62100 CALAIS
003360;VILLE DE LIEVIN;RUE EDGAR SELLIER, 62800 LIEVIN
099190;SODIBOISSONS - SDB LITTORAL;RUE EDOUARD POTTIER, 62500 LEULINGHEM
097204;SWISSMED IMPEX SA;RUE EMMA-KAMMACHER 8, 1217 MEYRIN
004120;CLINQIUE DU TERNOIS;RUE ENTRE DEUX MONTS, 62800 LIEVIN
001132;GROUPE AHNAC;RUE ENTRE DEUX MONTS, 62800 LIEVIN
056907;B&B HOTEL BETHUNE BRUAY LA BUISSIERE;RUE ERIC TABARLY, 62700 BRUAY LA BUISSIERE
004366;SAS BOUCHERIE MACKE;RUE EUGENE FRANCOIS VIDOCQ, 62000 ARRAS
002485;ATOUTIME - GAMM VERT CONCHES EN OUCHE;RUE EUGENE POTTIER, 27190 CONCHES EN OUCHE
002486;ATOUTIME - GAMM VERT LE CATEAU 164;RUE FAIDHERBE, 59360 LE CATEAU CAMBRESIS
002730;ATOUTIME - GAMM VERT ESTREE BLANCHE 157;RUE FANCOIS DENOEUX, 62145 ESTREE BLANCHE
004020;ATREBATE FC;RUE FAUNE N25, 62158 SAULTY
004393;SBFC - STADE BETHUNOIS FOOTBALL;RUE FERNAND BAR, 62400 BETHUNE
002052;VILLE DE BETHUNE - THEATRE DE BETHUNE;RUE FERNAND BAR, 62400 BETHUNE
009911;TRENDY FOODS BELGIUM SA;RUE FOND DES FOURCHES 23D, B-4041 HERSTAL – MILMORT
001355;CENTRE HOSPITALIER DE BOULOGNE SUR MER;RUE FRANCOIS BOULANGER, 62280 ST MARTIN BOULOGNE
201154;CENTRE HOSPITALIER DE BOULOGNE SUR MER;RUE FRANCOIS BOULANGER, 62280 ST MARTIN BOULOGNE
081100;LA GOSSE SARL;RUE FRANCOIS JACOB, 62800 LIEVIN
855181;CARREFOUR FRANCE;RUE FRERES LUMIERE, 62880 VENDIN LE VIEIL
003268;MAIRIE DE LOON PLAGE;RUE GASTON DEREUDRE, 59279 LOON PLAGE
000991;EPSM LILLE METROPOLE - GRAMFI;RUE GENERAL LECLERC, 59487 ARMENTIERES CEDEX
002048;ECOLE MATERNELLE CHATEAUBRIAND;RUE GEORGES BERNARD, 62260 AUCHEL
003692;SIVOM COMMUNAUTE BETHUNOIS;RUE GEORGES GUYNEMER, 62400 BETHUNE
001286;LYCEE GIRAUX SANNIER;RUE GIRAUX SANNIER, 62280 ST MARTIN BOULOGNE
200583;CENT HOSP HENIN BEAUMONT;RUE HENRI DUNANT, 62110 HENIN BEAUMONT
200842;CENT HOSP SCHAFFNER LENS;RUE HENRI MAILLY, 62302 LENS
200163;EPDSAE FOYER DE VIE SYMPHONIA;RUE HENRY GHESQUIETE, 59221 BAUVIN
002587;CENTRE HOSPITALIER LE CATEAU CAMBRESIS;RUE HIOLIN - SONNER A LA GRILLE, 59360 LE CATEAU CAMBRESIS
002120;CENT.HOSPIT.DUNKERQUE;RUE J. J. ROUSSEAU, 59240 DUNKERQUE
200766;EHPAD SAINT CAMILLE PROVIN;RUE J.B. LEBAS, 59185 PROVIN
001405;CENT.HOSPIT.DUNKERQUE;RUE J.J. ROUSSEAU, 59140 DUNKERQUE
002521;ATOUTIME - GAMM VERT DAINVILLE 069;RUE JACQUELINE AURIOL, 62000 DAINVILLE
200702;RESIDENCE LOUIS VOISIN;RUE JACQUEMART, 62300 LENS
201193;LYCEE POLYVALENT VAL DE LYS;RUE JACQUEMINARS, 59940 ESTAIRES
002432;ATOUTIME - GAMM VERT ESTAIRES 19;RUE JACQUEMINEMARS, 59940 ESTAIRES
001352;CENTRE HOSPITALIER DE BOULOGNE SUR MER;RUE JACQUES MONOD, 62200 BOULOGNE SUR MER
001353;CENTRE HOSPITALIER DE BOULOGNE SUR MER;RUE JACQUES MONOD, 62200 BOULOGNE SUR MER
004656;AMICALE SAPEURS POMPIERS AMIENS;RUE JEAN CATELAS, 80000 AMIENS
200769;C.H. VALENCIENNES DIRECT.;RUE JEAN DEVEMY, 59300 VALENCIENNES
004574;FAN DU HIT CLUB;RUE JEAN JAURES, 62122 LAPUGNOY
201015;COLLEGE JEAN MACE;RUE JEAN MACE, 62110 HENIN BEAUMONT
200681;CENTRE HOSPIT DE CAMBRAI;RUE JOSEPH CARLIER, 59400 CAMBRAI
000882;CENTRE HOSPITALIER DU QUESNOY;RUE JUHEL, 59530 LE QUESNOY
004616;VITALREST EHPAD LA ROSE MAY;RUE JULES BOET, 59700 MARCQ EN BAROEUL
004407;LE PETIT POUCET;RUE JULES LARDIERE, 80000 AMIENS
201002;LYCEE POLYVALENT D'ARTOIS;RUE JULES MOUSSERON BP 90035, 62290 NOEUX LES MINES
003894;UFOLEP SOMME;RUE JULES VERNE, 80470 ST SAUVEUR
003689;SIVOM COMMUNAUTE BETHUNOIS - EHPAD CURIE;RUE JULES WEPPE, 62660 BEUVRY
003339;ATOUTIME - GAMM VERT LE NEUBOURG;RUE KLEBER MERCIER, 27110 LE NEUBOURG
200107;MAISON ACCUEIL SPECIALISE JEUMONT;RUE LAMBARENE, 59460 JEUMONT
004357;COMMUNAUTE AGGLOMERATION BETHUNE BRUAY;RUE LAVOISIER, 62290 NOEUX LES MINES
200585;CENT HOSP HENIN BEAUMONT;RUE LAZARE CARNOT, 62110 HENIN BEAUMONT
001135;GROUPE AHNAC;RUE LAZARE CARNOT, 62800 LIEVIN
000656;COMITE DES AGES DU PAYS TRITHOIS;RUE LEMOINE, 59125 TRITH ST LEGER
004595;CAP DES TERRITOIRES HAUTS DE FRANCE;RUE LEON BLUM, 59430 FORT MARDYCK
004355;COMMUNAUTE AGGLOMERATION BETHUNE BRUAY;RUE LEON BLUM, 62260 AUCHEL
003889;LES MASCOTTES DE TIMEO;RUE LEON BLUM, 62290 NOEUX LES MINES
003891;OFFICE CULTUREL NOEUX;RUE LEON BLUM, 62290 NOEUX LES MINES
004564;CAP DES TERRITOIRES HAUTS DE FRANCE;RUE LEONARD DE VINCI, 59490 SOMAIN
004181;GROUPE HOSPITALIER SECLIN CARVIN;RUE LEONIE STIENNE, 62220 CARVIN
002100;EHPAD GRAVELINES;RUE LEROY, 59820 GRAVELINES
003298;MAIRIE DU PORTEL;RUE LIVENAIS, 62480 LE PORTEL
002912;EPDSAE - IME LA ROSERAIE;RUE LOUIS BRAILLE, 59790 RONCHIN
001762;OGEC VINCENT DE PAUL;RUE MAITRE ADAM, 62000 ARRAS
002469;RESIDENCE AUTONOMIE ARTHUR MUSMEAUX;RUE MARCEL SEMBAT, 59590 RAISMES
002447;ATOUTIME - GAMM VERT BEUVRY 18;RUE MARGUERITE YOURCENAR, 62660 BEUVRY
058750;LYCEE BERNARD CHOCHOY;RUE MARX DORMOY, 62380 LUMBRES
004677;CAP DES TERRITOIRES HAUTS DE FRANCE;RUE MAURICE FAUCON, 59119 WAZIERS
001547;RESIDENCE PAUL CORDONNIER;RUE MAURICE GENEVOIX, 59700 MARCQ EN BAROEUL
003880;COLISEUM;RUE MAURICE THEDIE, 80000 AMIENS
000708;COLLEGE DESCARTES-MONTAIGNE;RUE MONTAIGNE, 62800 LIEVIN
002455;ATOUTIME - PRISE DIRECT COQUELLES 2705;RUE MOULIN LE BAS, 62231 COQUELLES
004368;SAS BOUCHERIE MACKE;RUE MOULIN LE BAS, 62231 COQUELLES
001674;CONSEIL DEPARTEMENTAL DU PAS DE CALAIS;RUE NOTRE DAME, 62000 ARRAS
004424;CARREFOUR MARKET POIX DE PICARDIE;RUE NOUVELLE, 80290 POIX DE PICARDIE
000756;CORA WATTIGNIES - WAM;RUE PASTEUR, 59139 WATTIGNIES
002160;LYCEE DES FLANDRES HAZEBROUCK;RUE PASTEUR, 59522 HAZEBROUCK CEDEX
002610;LYCEE HQE LEONARD DE VINCI;RUE PASTEUR MARTIN LUTHER KING, 62100 CALAIS
000914;CORA COURRIERES - CRM;RUE PAUL BRIQUET, 62710 COURRIERES
200537;ECOLE REGIONALE DEFICIENTS VISUELS;RUE PAUL DOUMER - BP 99, 59373 LOOS CEDEX
201240;CENTRE HOSP. REG. UNIVERS. DE LILLE;RUE PAUL NAYRAC, 59037 LILLE CEDEX
201238;CENTRE HOSP. REG. UNIVERS. DE LILLE;RUE PAUL NAYRAC, 59037 LILLE CEDEX
201234;CENTRE HOSP. REG. UNIVERS. DE LILLE;RUE PHILIPPE MARRACHE, 59037 LILLE CEDEX
201235;CENTRE HOSP. REG. UNIVERS. DE LILLE;RUE PHILIPPE MARRACHE, 59037 LILLE CEDEX
003949;COMITE DES AGES DU PAYS TRITHOIS;RUE PIERRE BROSSOLETTE, 59300 AULNOY LEZ VALENCIENNES
200713;COMITE DES AGES DU PAYS TRITHOIS;RUE PIERRE BROSSOLETTE, 59300 AULNOY LEZ VALENCIENNES
002504;CARREFOUR MARKET BRAY DUNES;RUE PIERRE DECOCK, 59123 BRAY DUNES
201230;CENTRE HOSP. REG. UNIVERS. DE LILLE;RUE PIERRE DECOULX, 59037 LILLE CEDEX
201231;CENTRE HOSP. REG. UNIVERS. DE LILLE;RUE PIERRE DECOULX, 59037 LILLE CEDEX
000831;THYSSENKRUPP ELECTRICAL STEEL UGO;RUE PIERRE LOTI, 62330 ISBERGUES
000818;PROMOCASH BOULOGNE SUR MER;Rue Pierre Martin, 62280 ST MARTIN BOULOGNE
004352;COMMUNAUTE AGGLOMERATION BETHUNE BRUAY;RUE PIERRE MENDES FRANCE, 62232 VENDIN LES BETHUNE
201024;COLLEGE PAUL VERLAINE;RUE PIERREFONDS, 62223 ST LAURENT BLANGY
451329;CARTONNERIES GONDARDENNES;RUE POTIER, 62120 WARDRECQUES
201013;COLLEGE E. ROSTAND;RUE RENE WALLART, 62700 BRUAY LA BUISSIERE
003666;ASS GOLF CLUB DE SALOUEL;RUE ROBERT MALLET, 80480 SALOUEL
014230;LYCEE BLAISE PASCAL;RUE ROGER SALENGRO, 62967 LONGUENESSE CEDEX
000632;COLLEGE JEHAN BODEL ARRAS;RUE ROHART COURTIN, 62030 ARRAS CEDEX
002489;VERTDIS - GAMM VERT CREPY EN VALOIS 308;RUE SAINT GERMAIN, 60800 CREPY EN VALOIS
200892;CENT. HOSP. INTERCOMMUNAL DE WASQUEHAL;RUE SALVADOR ALLENDE, 59290 WASQUEHAL
002754;ATOUTIME GAMM VERT BARALLE/MARQUION 015;RUE ST GEORGES, 62860 BARALLE
004636;LES JOYEUX BERGUENARDS;RUE ST VICTOR, 59380 BERGUES
852257;MAIRIE AUCHEL MANIF DIVERSES;RUE U SORRIAUX, 62260 AUCHEL
002297;DEPARTEMENT DU NORD;RUE VERTE, 59470 WORMHOUT
002586;CENTRE HOSPITALIER DE FOURMIES;RUE VICTOR DELLOUE, 59610 FOURMIES
003523;ALLES (FOIRE A L'AIL);RUE VICTOR GENEL, 62400 LOCON
002494;ATOUTIME - GAMM VERT HERSIN COUPIGNY 026;RUE VICTOR HUGO, 62530 HERSIN COUPIGNY
200682;EHPAD SAINT CAMILLE PHALEMPIN;RUE VICTOR HUGO, 59133 PHALEMPIN
002064;MAIRIE DE TRITH ST LEGER-CUISINE CENTRAL;RUE VICTOR HUGO, 59125 TRITH ST LEGER
002055;VILLE ST POL/MER-CENTRE ROMAIN ROLLAND;RUE VICTOR HUGO, 59430 ST POL SUR MER
000844;LYCEE PROFESSIONNEL LEO LAGRANGE;RUE VICTOR SCHOELCHER, 62160 BULLY LES MINES
002350;LYCEE ILE JEANTY;RUE WAETERAERE, 59140 DUNKERQUE
003893;LYCEE ILE JEANTY SECTION HOTELIERE;RUE WAETERAERE, 59140 DUNKERQUE
002092;CONSEIL DEPARTEMENTAL DU PAS DE CALAIS;RUE WHISTABLE, 62000 DAINVILLE
201180;VILLE DE DUNKERQUE;RUELLE AUX POMMES, 59140 DUNKERQUE
002508;ATOUTIME - GAMM VERT NIEPPE 052;RUELLE DE BAILLY, 59850 NIEPPE
004160;CAMPING CARRIERES ET NATURE;RUELLE LEGRAND, 62170 BOISJEAN
003998;CAP DES TERRITOIRES HAUTS DE FRANCE;SALLE DE JEUX, 59160 LOMME
002259;APEL ST BENOIT LABRE AMETTES;SALLE DU PATRONAGE ST BENOIT LABRE, 62260 AMETTES
061353;BAL DES EPEUNAERTS;SALLE POLYVALENTE, 62910 MORINGHEM
004542;LA P'TITE CAVE;SAS HMC, 62000 ARRAS
004155;VOLFONI COUDEKERQUE;SAS PRIAPE, 59210 COUDEKERQUE BRANCHE
002318;VILLE HAZEBROUCK;SERVICE MAGASIN, 59190 HAZEBROUCK
003729;CAP DES TERRITOIRES HAUTS DE FRANCE;SOUS SOL - 2EME PAVILLON, 59000 LILLE
002255;CLUB ST HUBERT DU NORD;STADE DU BRULE, 62190 LILLERS
004212;INDUFARM;STAND 139 - DANS L'OPA, 62217 TILLOY LES MOFFLAINES
004446;CELINE CATTOEN ASSOCIATION;STAND DE TIR, 62150 GAUCHIN LEGAL
004028;CELINE CATTOEN BALL TRAP;STAND DE TIR, 62150 GAUCHIN LEGAL
004215;KWS FRANCE SARL;STAND F36, 62217 TILLOY LES MOFFLAINES
004213;MUTUALIA ALLIANCE SANTE;STAND N°9, 62217 TILLOY LES MOFFLAINES
002795;VOIES NAVIGABLES DE FRANCE;TERRE PLEIN DU JEU DU MAIL, 59140 DUNKERQUE
099019;M.D FILS SARL;TRANSIT PAR LE PORT DE DUNKERQUE, 00000 PORT DE MATADI
094049;XIAMEN WAITU IMP & EXP CO., LTD;TRANSIT PAR LE PORT DE ZEEBRUGGE, 00000 XIAMEN
003932;CARREFOUR FRANCE;TSA 50004, 14095 CAEN CEDEX 9
057017;MEDUZA HOTEL RESTAURACJA SAK SP.Z.O.O;UL. NADBRZEZNA 2, 76032 MIELNO
991241;BROWAR WITNICA SPOLKA AKCYNA;UL.M.KONOPNICKIEJ 1, 66460 WITNICA
059005;DVM TRADING B.V.;VINOGRADSKA 165, 11070 NOVI BEOGRAD
080113;BROUWERIJ DILEWYNS VICARIS;VLASSENHOUT 5, B9200 DENDERMONDE
001400;LILLE DOURGES CONTENEUR TERMINAL DSP;VOIE DU GRAND LARGE, 62954 HENIN BEAUMONT CEDEX
001842;AUCHAN HYPERMARCHE SAS;VOIE ROMAINE, 57280 SEMECOURT
057119;SCAWAR SP. Z O.O;WOLA RAKOWA ULICA BRZEZINSKA 3, 95006 BROJCE
300263;ASSURANCE PILLIOT;Z.I. AUCHAN, 62219 LONGUENESSE
095160;COURTOIS BOURGOGNE;Z.I. DES BOURRES, 89270 VERMENTON
855170;DISTRIBUTION CASINO FRANCE;Z.I. LES MATS, 86500 MONTMORILLON
002540;ATOUTIME - GAMM VERT BRETTEVILLE DU GRD;ZA DE BRETEVILLE DU GRAND CAUX, 76110 BRETEVILLE DU GRAND CAUX
001046;BEUVAIN - DELATTRE ROMAIN;ZA DE CAMPIGNEULLES LES PETITES, 62170 MONTREUIL
002457;ATOUTIME - GAMM VERT ORCHIES 010;ZA DE L'EUROPE, 59310 ORCHIES
004537;CAP DES TERRITOIRES HAUTS DE FRANCE;ZA DE LA BOYE, 59710 ENNEVELIN
080251;BRASSERIE DE ST KATSBIER;ZA DE LA HOUBLONNIERE, 59270 METEREN
002511;ATOUTIME - GAMM VERT FRUGES 020;ZA DE LA PETITE DIMERIE, 62310 FRUGES
002474;ATOUTIME - GAMM VERT BEAURAINS 039;ZA DES LONGS CHAMPS, 62217 BEAURAINS
095310;CHARLEMAGNE BOISSONS;ZA DES MOULINS - 4 IMPASSE BOURGELAT, 62610 AUTINGUES
004652;ATOUTIME - GAMM VERT LONGNES;ZA DES VIEILLES VIGNES, 78980 LONGNES
003916;LA FAMILLE DISTRIBUTION;ZA DU ROUCAGNIER, 34400 LUNEL VIEL
004672;HAND'S HOP;ZA ECOPLIS, 62127 TINCQUES
002472;ATOUTIME - GAMM VERT LOUVRES 332;ZA LE RONCE, 95380 LOUVRES
004116;AU FEU DE BOIS LAMBERSART;ZA LES CONQUERANTS, 59130 LAMBERSART
003922;SAS DOMINION GLOBAL FRANCE;ZA LES FILATIERS, 62223 ANZIN ST AUBIN
004499;BISCUITERIE DU COQUELICOT;ZA N°1 HENRY POTEZ, 80300 ALBERT
004674;CAP DES TERRITOIRES HAUTS DE FRANCE;ZA PARC LAVALARESSE, 59690 VIEUX CONDE
002778;INTERMARCHE STE CATHERINE;ZA ROUTE DE BETHUNE, 62223 STE CATHERINE
002529;ATOUTIME - GAMM VERT PROVILLE 078;ZA SUD ROUTE DE MARCOING, 59267 PROVILLE
004493;AUCHAN HYPERMARCHE SAS;ZAC - RUE MARCEL COQUET, 60110 MERU
003722;SICAP SA GV MONTDIDIER;ZAC DE L'EPINETTE, 80500 MONTDIDIER
004558;BEERS AND CO DOUAI - SAS BCD;ZAC DE L'ERMITAGE, 59552 LAMBRES LEZ DOUAI
002268;GASTALDI SA;ZAC DE LA DONNIERE, 69970 MARENNES
002456;ATOUTIME - GAMM VERT CAPPELLE LA GRANDE;ZAC DE LA GRANDE PORTE, 59180 CAPPELLE LA GRANDE
200350;CASH FLANDRES ARTOIS SARL;ZAC DE LA HAUTE PICARDIE, 80200 ESTREES DENIECOURT
002448;ATOUTIME - GAMM VERT BRUAY LA BUISSIERE;ZAC DE LA PORTE NORD (FACE A BRICODEPOT), 62700 BRUAY LA BUISSIERE
004431;CARREFOUR HYPER AMIENS;ZAC DE LA VALLEE ST-LADRE, 80085 AMIENS
855165;DISTRIBUTION CASINO FRANCE;ZAC DE LAPPRA, 42330 ST BONNET LES OULES
007786;ENVELNOR KUVERT;ZAC DE MUSSENT, 62129 SAINT AUGUSTIN
004198;SAS FLORADIS -;ZAC DE VILLARS, 62100 CALAIS
001166;CONSEIL DEPARTEMENTAL DU PAS DE CALAIS;ZAC DES PARTS D'EN BAS, 62640 MONTIGNY EN GOHELLE
004615;COMMUNAUTE AGGLOMERATION BETHUNE BRUAY;ZAC DU BEAU PRE, 62131 VERQUIN
002355;AUCHAN HYPERMARCHE SAS;ZAC DU MONT NOYON SUD, 60400 NOYON
004287;AUCHAN HYPERMARCHE SAS;ZAC DU MOULIN AUX MOINES, 72650 LA CHAPELLE ST AUBIN
002710;ATOUTIME - GAMM VERT BOHAIN 035;ZAC DU MOULIN MAYEUX, 02110 BOHAIN EN VERMANDOIS
004316;E.LECLERC LUMBRES;ZAC DU SARS, 62380 LUMBRES
002760;ANTENNE DE QUESNOY/DEULE;ZAC DU VAL DE DEULE, 59890 QUESNOY SUR DEULE
003349;GAMM VERT FLIXECOURT;ZAC DU VAL DE NIEVRE, 80420 FLIXECOURT
003946;VILLE DE LIEVIN;ZAC LES MARICHELLES, 62800 LIEVIN
000998;LE CERCLE VERT;ZAC LES QUATRE RAINETTES, 60530 LE MESNIL EN THELLE
002444;ATOUTIME - GAMM VERT LUMBRES 25;ZAC LES SARS, 62380 LUMBRES
201144;DEPARTEMENT DU NORD;ZAC POLYGONE - 382 RUE DE BONDUES, 59118 WAMBRECHIES
004096;GROUPE LELEU;ZAC VALLEE, 80000 AMIENS
002740;ATOUTIME - GAMM VERT GUINES 093;ZAE DU MOULIN A HUILE, 62340 GUINES
002452;ATOUTIME - GAMM VERT WIMEREUX 12;ZAL DES GARENNES, 62930 WIMEREUX
004263;ATME;ZAL LA BELLE CROIX, 62120 RACQUINGHEM
002445;ATOUTIME - GAMM VERT BAILLEUL 149;ZC PARC DU NOUVEAU MONDE, 59270 BAILLEUL
002774;LOON GARDEN;ZI - 25 RUE DU CANTON DU CAILLOUTIS, 59279 LOON PLAGE
004689;MENEBOO BOIS SAS - GEDIBOIS;ZI - ROCADE CD60, 62217 BEAURAINS
004310;FEUVRIER BOISSONS;ZI 4 VENTS, 25620 MAMIROLLE
030077;GASTRONOR;ZI DE LA HOUSSOYE, 59930 LA CHAPELLE D ARMENTIERES
004530;PROMOCASH SARL ANJULINE (QUIMPER);ZI DE TY-DOUAR, 29000 QUIMPER
003324;GAMM VERT RUE;ZI DE VERCOURT, 80120 RUE
096900;FRANCE BOISSONS NORD EST;ZI DES DUNES, 62100 CALAIS
003623;PROMOCASH DOUAI;ZI DORIGNIES, 59500 DOUAI
855182;CARREFOUR FRANCE;ZI DU BOIS RIGAULT, 62880 VENDIN LE VIEIL
099010;IBB;ZI DU CHATEAU, 62220 CARVIN
002528;ATOUTIME - GAMM VERT ST MARTIN AU LAERT;ZI DU FOND SQUIN, 62500 ST MARTIN AU LAERT
002382;ALPHADEC;ZI DU HOCQUET, 62510 ARQUES
855160;DISTRIBUTION CASINO FRANCE;ZI GOURMIER, 26200 MONTELIMAR
002694;CUISINE CENTRALE DE RUITZ - CEDATRA;ZI LES MEURETS, 62620 RUITZ
003619;PROMOCASH WASQUEHAL;ZI PILATERIE RUE FAIDHERBE, 59290 WASQUEHAL
003458;SICAP SA - GV MOREUIL;ZI ROUTE DE THENNES, 80110 MOREUIL
002763;ATOUTIME - GAMM VERT SAULTY 024;ZONE ARTISANALE, 62158 SAULTY
099530;OLIVIER FRERES;ZONE ARTISANALE DES UCHANES, 83630 AUPS
003366;CLICK BOISSONS;ZONE ARTISANALE LES BOSQUETS, 95540 MERY SUR OISE
002757;ATOUTIME - GAMM VERT MOYVILLERS 302;ZONE COMMERCIALE DE LA SECHERIE, 60190 MOYVILLERS
002751;ATOUTIME - GAMM VERT LONGUEIL ANNEL 301;ZONE COMMERCIALE RN32, 60150 LONGUEIL ANNEL
004233;LE CARRE;ZONE DES PRES SALES, 76260 EU
001160;GCS C.I.C.O. CUISINE INTERHOSPITALIERE;ZONE DU VIRVAL, 62100 CALAIS
006010;BLANQUART TRANSPORTS SAS;ZONE INDUSTRIELLE, 59173 RENESCURE
111206;IMPRIMERIE MORDACQ;ZONE INDUSTRIELLE DU PETIT, 62921 AIRE SUR LA LYS CEDEX
000903;COLRUYT RETAIL FRANCE;ZONE PORTUAIRE - RUE GENERAL BETHOUARD, 39100 DOLE
002267;CAVE AUTO EXPRESS;ZONE TRANSMARK, 62730 MARCK
002449;ATOUTIME - GAMM VERT SECLIN 74;ZONE UNEXPO, 59113 SECLIN
